comment_id,response_id,question,comment_text
C00594,R01940,what_to_change,The office rules changed twice this year with no explanation. This needs fixing this year.
C00595,R01940,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00596,R01942,what_to_change,My salary has not kept up with inflation for two years running. It should not be this hard. Good work is expected and never mentioned; mistakes are mentioned immediately.
C00597,R01942,what_works,"Genuinely, my onboarding buddy made the first weeks much easier. That should be the standard everywhere."
C00598,R01945,what_to_change,"Honestly, holiday requests get refused because we do not have the cover. Training budget exists on paper but every request gets postponed."
C00599,R01945,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. Please keep it. My onboarding buddy made the first weeks much easier."
C00600,R01949,what_to_change,I commute an hour to sit on video calls I could take from home.
C00601,R01950,what_to_change,Training budget exists on paper but every request gets postponed.
C00602,R01956,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next.
C00603,R01960,what_to_change,To be direct: good work is expected and never mentioned; mistakes are mentioned immediately. New joiners are hired above people already doing the job.
C00604,R01963,what_to_change,"Honestly, i raised the same issue three times and nothing came back. It should not be this hard."
C00605,R01963,what_works,The last town hall actually answered the hard questions honestly. The pension contribution and the extra leave days are genuinely good.
C00606,R01975,what_to_change,The main issue is that training budget exists on paper but every request gets postponed. It should not be this hard.
C00607,R01975,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C00608,R01986,what_to_change,"Honestly, training budget exists on paper but every request gets postponed."
C00609,R01989,what_to_change,We hire externally for roles that people inside could grow into. It is the one thing I would change. Our systems do not talk to each other so we rekey the same data twice.
C00610,R01989,what_works,The new scheduling tool has saved us hours every week.
C00611,R01997,what_to_change,To be direct: we are permanently short-staffed and the overtime has stopped feeling optional.
C00612,R01998,what_works,I can raise a concern here without worrying about how it will be taken. That should be the standard everywhere.
C00613,R02000,what_to_change,There is no visible route from my role to the next one.
C00614,R02002,what_to_change,The main issue is that leadership talks about transparency and then reorganises without warning. Good work is expected and never mentioned; mistakes are mentioned immediately.
C00615,R02004,what_to_change,The main issue is that we hire externally for roles that people inside could grow into. This needs fixing this year.
C00616,R02007,what_to_change,To be direct: i answer messages at 10pm because there is no other way to keep up. It should not be this hard.
C00617,R02007,what_works,My team lead backs us up when things go wrong and that builds trust. Please keep it.
C00618,R02008,what_to_change,The main issue is that holiday requests get refused because we do not have the cover. It should not be this hard.
C00619,R02011,what_works,One thing that works: my team is genuinely welcoming and people look out for each other.
C00620,R02012,what_to_change,Strategy changes every quarter and nobody explains why. The rest of my experience here is positive.
C00621,R02014,what_to_change,The main issue is that the team delivered a difficult project and nobody outside noticed. Nothing has changed since the last survey. My manager cancels our one to ones more often than we hold them.
C00622,R02014,what_works,My team lead protects our workload and it makes a real difference. Please keep it.
C00623,R02025,what_works,"One thing that works: i always know where I stand with my manager, which I value."
C00624,R02026,what_to_change,Our systems do not talk to each other so we rekey the same data twice.
C00625,R02026,what_works,One thing that works: since we added two people the pressure has come down a lot. Please keep it.
C00626,R02031,what_to_change,To be direct: i commute an hour to sit on video calls I could take from home. Nothing has changed since the last survey.
C00627,R02032,what_to_change,To be direct: good work is expected and never mentioned; mistakes are mentioned immediately. Otherwise this is a good place to work.
C00628,R02034,what_to_change,To be direct: everything important is decided in English at a speed that excludes half the room. This needs fixing this year. I answer messages at 10pm because there is no other way to keep up.
C00629,R02034,what_works,"Genuinely, the new scheduling tool has saved us hours every week. That should be the standard everywhere."
C00630,R02036,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. It should not be this hard.
C00631,R02036,what_works,My team is genuinely welcoming and people look out for each other.
C00632,R02046,what_to_change,Shift patterns get published too late to plan anything around them. It should not be this hard.
C00633,R02054,what_to_change,My first month was three days of induction and then nothing. Training budget exists on paper but every request gets postponed.
C00634,R02054,what_works,"One thing that works: i always know where I stand with my manager, which I value. That should be the standard everywhere."
C00635,R02058,what_to_change,"Honestly, recognition stops at my manager and never travels further up. I have been in the same grade for four years with no conversation about what comes next."
C00636,R02058,what_works,My team is genuinely welcoming and people look out for each other.
C00637,R02063,what_to_change,"Honestly, the same voices dominate every meeting and the rest of us stop trying."
C00638,R02063,what_works,Since we added two people the pressure has come down a lot. Please keep it. The new scheduling tool has saved us hours every week.
C00639,R02068,what_to_change,The team delivered a difficult project and nobody outside noticed. This needs fixing this year.
C00640,R02071,what_to_change,The main issue is that benefits are fine but the base salary is below what I am offered elsewhere. This needs fixing this year.
C00641,R02071,what_works,The new scheduling tool has saved us hours every week.
C00642,R02072,what_to_change,"Honestly, the team delivered a difficult project and nobody outside noticed. It is the one thing I would change. New joiners are hired above people already doing the job."
C00643,R02072,what_works,The new scheduling tool has saved us hours every week. That should be the standard everywhere.
C00644,R02080,what_to_change,To be direct: the team delivered a difficult project and nobody outside noticed. It is the one thing I would change. I commute an hour to sit on video calls I could take from home.
C00645,R02080,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. That should be the standard everywhere."
C00646,R02088,what_to_change,To be direct: i raised the same issue three times and nothing came back. It should not be this hard.
C00647,R02088,what_works,"Genuinely, my team lead protects our workload and it makes a real difference. Please keep it."
C00648,R02097,what_to_change,"I did not have a laptop for my first week, which set the tone. I commute an hour to sit on video calls I could take from home."
C00649,R02101,what_to_change,Shift patterns get published too late to plan anything around them.
C00650,R02105,what_to_change,Getting access to a tool takes weeks and nobody owns the process. It should not be this hard.
C00651,R02105,what_works,"Genuinely, i always know where I stand with my manager, which I value."
C00652,R02107,what_works,"Genuinely, my team lead backs us up when things go wrong and that builds trust. My team lead protects our workload and it makes a real difference."
C00653,R02108,what_to_change,The main issue is that we hear about decisions that affect us from other teams first. Recognition stops at my manager and never travels further up.
C00654,R02108,what_works,Since we added two people the pressure has come down a lot. That should be the standard everywhere. My team is genuinely welcoming and people look out for each other.
C00655,R02109,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. It is the one thing I would change."
C00656,R02111,what_to_change,Recognition stops at my manager and never travels further up. It should not be this hard.
C00657,R02119,what_to_change,"Promotions here go to people who are visible to leadership, not to people who deliver. Nothing has changed since the last survey."
C00658,R02119,what_works,One thing that works: the new scheduling tool has saved us hours every week.
C00659,R02120,what_to_change,"To be direct: my first month was three days of induction and then nothing. The pay bands are a secret, which makes it impossible to trust the process."
C00660,R02121,what_to_change,"To be direct: the pay bands are a secret, which makes it impossible to trust the process. Our systems do not talk to each other so we rekey the same data twice."
C00661,R02121,what_works,One thing that works: the direction for the year is clear and I can see how my work fits.
C00662,R02125,what_to_change,Everything important is decided in English at a speed that excludes half the room. It should not be this hard.
C00663,R02128,what_works,One thing that works: my team is genuinely welcoming and people look out for each other. That should be the standard everywhere.
C00664,R02130,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. Otherwise this is a good place to work."
C00665,R02130,what_works,"Genuinely, the last town hall actually answered the hard questions honestly. The internal move I made last year was handled really well."
C00666,R02143,what_works,"One thing that works: i always know where I stand with my manager, which I value."
C00667,R02146,what_to_change,Recognition stops at my manager and never travels further up. Otherwise this is a good place to work.
C00668,R02146,what_works,My team is genuinely welcoming and people look out for each other.
C00669,R02149,what_to_change,Feedback only arrives when something goes wrong. It is the one thing I would change.
C00670,R02149,what_works,"Genuinely, the internal move I made last year was handled really well."
C00671,R02151,what_to_change,I raised the same issue three times and nothing came back. It should not be this hard.
C00672,R02157,what_to_change,"Honestly, my manager avoids difficult conversations, so problems in the team just continue. It should not be this hard."
C00673,R02160,what_to_change,My manager cancels our one to ones more often than we hold them.
C00674,R02160,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken."
C00675,R02161,what_to_change,"Promotions here go to people who are visible to leadership, not to people who deliver."
C00676,R02163,what_to_change,"Honestly, feedback only arrives when something goes wrong. This needs fixing this year."
C00677,R02165,what_to_change,We hear about decisions that affect us from other teams first. It should not be this hard.
C00678,R02165,what_works,My team is genuinely welcoming and people look out for each other.
C00679,R02178,what_to_change,There is no visible route from my role to the next one. Otherwise this is a good place to work.
C00680,R02178,what_works,My onboarding buddy made the first weeks much easier. My team is genuinely welcoming and people look out for each other.
C00681,R02180,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next.
C00682,R02181,what_to_change,The main issue is that recognition stops at my manager and never travels further up.
C00683,R02181,what_works,"Genuinely, my onboarding buddy made the first weeks much easier. That should be the standard everywhere."
C00684,R02184,what_to_change,"To be direct: promotions here go to people who are visible to leadership, not to people who deliver."
C00685,R02184,what_works,The last town hall actually answered the hard questions honestly. The team shout-outs in our monthly meeting are a small thing that works.
C00686,R02190,what_to_change,Strategy changes every quarter and nobody explains why. It is the one thing I would change. Recognition stops at my manager and never travels further up.
C00687,R02190,what_works,One thing that works: i can raise a concern here without worrying about how it will be taken.
C00688,R02193,what_to_change,"Honestly, the pay bands are a secret, which makes it impossible to trust the process."
C00689,R02196,what_to_change,"Honestly, getting access to a tool takes weeks and nobody owns the process. This needs fixing this year."
C00690,R02197,what_to_change,The main issue is that new joiners are hired above people already doing the job.
C00691,R02197,what_works,One thing that works: my onboarding buddy made the first weeks much easier. Please keep it.
C00692,R02204,what_works,My onboarding buddy made the first weeks much easier.
C00693,R02210,what_to_change,Training budget exists on paper but every request gets postponed. It should not be this hard.
C00694,R02210,what_works,One thing that works: my onboarding buddy made the first weeks much easier.
C00695,R02212,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere.
C00696,R02213,what_to_change,"Honestly, good work is expected and never mentioned; mistakes are mentioned immediately. Nothing has changed since the last survey."
C00697,R02219,what_to_change,The main issue is that strategy changes every quarter and nobody explains why. It is the main reason people are looking elsewhere.
C00698,R02222,what_to_change,The main issue is that benefits are fine but the base salary is below what I am offered elsewhere. Nothing has changed since the last survey.
C00699,R02223,what_to_change,Recognition stops at my manager and never travels further up. Shift patterns get published too late to plan anything around them.
C00700,R02225,what_to_change,We are permanently short-staffed and the overtime has stopped feeling optional. Nothing has changed since the last survey.
C00701,R02228,what_works,My manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere. My manager makes a point of recognising good work publicly.
C00702,R02232,what_to_change,"Honestly, benefits are fine but the base salary is below what I am offered elsewhere. It should not be this hard."
C00703,R02232,what_works,My manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00704,R02237,what_to_change,Leadership talks about transparency and then reorganises without warning. This needs fixing this year.
C00705,R02237,what_works,One thing that works: my manager makes a point of recognising good work publicly.
C00706,R02242,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next. Nothing has changed since the last survey.
C00707,R02242,what_works,"One thing that works: i always know where I stand with my manager, which I value."
C00708,R02247,what_to_change,To be direct: i raised the same issue three times and nothing came back. Nothing has changed since the last survey.
C00709,R02247,what_works,"Genuinely, since we added two people the pressure has come down a lot."
C00710,R02248,what_to_change,"My manager avoids difficult conversations, so problems in the team just continue."
C00711,R02248,what_works,The hybrid arrangement works well for me and my team coordinates it sensibly.
C00712,R02250,what_to_change,"The main issue is that feedback only arrives when something goes wrong. Nothing has changed since the last survey. I did not have a laptop for my first week, which set the tone."
C00713,R02252,what_to_change,To be direct: i commute an hour to sit on video calls I could take from home.
C00714,R02255,what_to_change,The team delivered a difficult project and nobody outside noticed.
C00715,R02257,what_to_change,"Honestly, there is no visible route from my role to the next one. This needs fixing this year."
C00716,R02270,what_works,One thing that works: my team is genuinely welcoming and people look out for each other. That should be the standard everywhere.
C00717,R02273,what_works,One thing that works: the direction for the year is clear and I can see how my work fits. That should be the standard everywhere.
C00718,R02278,what_to_change,To be direct: our systems do not talk to each other so we rekey the same data twice. The rest of my experience here is positive.
C00719,R02283,what_to_change,"Honestly, benefits are fine but the base salary is below what I am offered elsewhere. Good work is expected and never mentioned; mistakes are mentioned immediately."
C00720,R02287,what_to_change,To be direct: training budget exists on paper but every request gets postponed. Frankly it is exhausting.
C00721,R02289,what_to_change,"Honestly, promotions here go to people who are visible to leadership, not to people who deliver. It is the one thing I would change. My first month was three days of induction and then nothing."
C00722,R02292,what_to_change,"I did not have a laptop for my first week, which set the tone. I am already looking at other options."
C00723,R02293,what_works,"One thing that works: i always know where I stand with my manager, which I value."
C00724,R02295,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. Frankly it is exhausting.
C00725,R02296,what_to_change,"Honestly, town halls are broadcasts, not conversations - questions get filtered. This needs fixing this year."
C00726,R02300,what_to_change,New joiners are hired above people already doing the job. It is the one thing I would change. Getting access to a tool takes weeks and nobody owns the process.
C00727,R02302,what_to_change,The office rules changed twice this year with no explanation. This needs fixing this year.
C00728,R02303,what_to_change,"Honestly, recognition stops at my manager and never travels further up."
C00729,R02315,what_to_change,"Honestly, i answer messages at 10pm because there is no other way to keep up. This needs fixing this year."
C00730,R02318,what_to_change,"My manager avoids difficult conversations, so problems in the team just continue."
C00731,R02318,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C00732,R02333,what_to_change,My salary has not kept up with inflation for two years running.
C00733,R02342,what_works,My onboarding buddy made the first weeks much easier.
C00734,R02346,what_to_change,"Honestly, i have been in the same grade for four years with no conversation about what comes next."
C00735,R02347,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. Otherwise this is a good place to work."
C00736,R02347,what_works,My manager is genuinely supportive and gives me feedback I can use.
C00737,R02353,what_to_change,We hear about decisions that affect us from other teams first.
C00738,R02354,what_to_change,The main issue is that recognition stops at my manager and never travels further up.
C00739,R02358,what_to_change,The main issue is that new joiners are hired above people already doing the job. It should not be this hard. Shift patterns get published too late to plan anything around them.
C00740,R02362,what_to_change,The main issue is that strategy changes every quarter and nobody explains why.
C00741,R02362,what_works,Since we added two people the pressure has come down a lot.
C00742,R02368,what_works,One thing that works: the team shout-outs in our monthly meeting are a small thing that works.
C00743,R02372,what_to_change,The office rules changed twice this year with no explanation.
C00744,R02372,what_works,My manager is genuinely supportive and gives me feedback I can use. My team is genuinely welcoming and people look out for each other.
C00745,R02374,what_to_change,Training budget exists on paper but every request gets postponed. Nothing has changed since the last survey. My first month was three days of induction and then nothing.
C00746,R02375,what_to_change,"The main issue is that leadership talks about transparency and then reorganises without warning. Otherwise this is a good place to work. My manager avoids difficult conversations, so problems in the team just continue."
C00747,R02375,what_works,The hybrid arrangement works well for me and my team coordinates it sensibly.
C00748,R02379,what_to_change,The main issue is that good work is expected and never mentioned; mistakes are mentioned immediately.
C00749,R02379,what_works,My team is genuinely welcoming and people look out for each other. That should be the standard everywhere.
C00750,R02381,what_to_change,Training budget exists on paper but every request gets postponed. Otherwise this is a good place to work.
C00751,R02381,what_works,My team lead protects our workload and it makes a real difference. My onboarding buddy made the first weeks much easier.
C00752,R02393,what_to_change,New joiners are hired above people already doing the job. Otherwise this is a good place to work.
C00753,R02393,what_works,The last town hall actually answered the hard questions honestly. That should be the standard everywhere.
C00754,R02394,what_to_change,To be direct: new joiners are hired above people already doing the job.
C00755,R02394,what_works,One thing that works: my onboarding buddy made the first weeks much easier. Please keep it.
C00756,R02396,what_to_change,My salary has not kept up with inflation for two years running. It is the one thing I would change.
C00757,R02396,what_works,Flexibility around school hours is the main reason I stay. Please keep it.
C00758,R02399,what_to_change,To be direct: training budget exists on paper but every request gets postponed. It should not be this hard.
C00759,R02399,what_works,My manager makes a point of recognising good work publicly.
C00760,R02402,what_to_change,"Honestly, getting access to a tool takes weeks and nobody owns the process."
C00761,R02402,what_works,The last town hall actually answered the hard questions honestly. Please keep it.
C00762,R02413,what_to_change,I commute an hour to sit on video calls I could take from home.
C00763,R02413,what_works,"Genuinely, the new scheduling tool has saved us hours every week."
C00764,R02415,what_works,One thing that works: my team lead protects our workload and it makes a real difference. My onboarding buddy made the first weeks much easier.
C00765,R02417,what_to_change,To be direct: the team delivered a difficult project and nobody outside noticed. It should not be this hard.
C00766,R02420,what_works,My team lead backs us up when things go wrong and that builds trust.
C00767,R02430,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. It is the one thing I would change.
C00768,R02434,what_works,"Genuinely, the new scheduling tool has saved us hours every week. That should be the standard everywhere."
C00769,R02440,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. Nothing has changed since the last survey.
C00770,R02441,what_to_change,"Honestly, leadership talks about transparency and then reorganises without warning. The approval process takes longer than the work itself."
C00771,R02456,what_to_change,"Honestly, i commute an hour to sit on video calls I could take from home."
C00772,R02456,what_works,"Genuinely, my onboarding buddy made the first weeks much easier."
C00773,R02457,what_to_change,"Town halls are broadcasts, not conversations - questions get filtered. Otherwise this is a good place to work."
C00774,R02458,what_to_change,"Honestly, feedback only arrives when something goes wrong. Otherwise this is a good place to work."
C00775,R02458,what_works,I can raise a concern here without worrying about how it will be taken. That should be the standard everywhere. The internal move I made last year was handled really well.
C00776,R02459,what_to_change,The main issue is that my salary has not kept up with inflation for two years running. The rest of my experience here is positive.
C00777,R02459,what_works,One thing that works: since we added two people the pressure has come down a lot. The last town hall actually answered the hard questions honestly.
C00778,R02471,what_to_change,"Town halls are broadcasts, not conversations - questions get filtered. I did not have a laptop for my first week, which set the tone."
C00779,R02471,what_works,"Genuinely, my manager is genuinely supportive and gives me feedback I can use."
C00780,R02479,what_to_change,To be direct: our systems do not talk to each other so we rekey the same data twice.
C00781,R02479,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C00782,R02481,what_to_change,"The main issue is that there is no visible route from my role to the next one. Town halls are broadcasts, not conversations - questions get filtered."
C00783,R02481,what_works,One thing that works: my onboarding buddy made the first weeks much easier.
C00784,R02482,what_to_change,Every week is firefighting; there is no capacity left for anything planned. Otherwise this is a good place to work.
C00785,R02482,what_works,My onboarding buddy made the first weeks much easier.
C00786,R02485,what_to_change,"To be direct: promotions here go to people who are visible to leadership, not to people who deliver. It is the one thing I would change. The office rules changed twice this year with no explanation."
C00787,R02487,what_to_change,The main issue is that the team delivered a difficult project and nobody outside noticed. Nothing has changed since the last survey. The approval process takes longer than the work itself.
C00788,R02487,what_works,One thing that works: my onboarding buddy made the first weeks much easier. That should be the standard everywhere.
C00789,R02488,what_to_change,Training budget exists on paper but every request gets postponed. This needs fixing this year.
C00790,R02491,what_to_change,To be direct: the approval process takes longer than the work itself. It should not be this hard. I commute an hour to sit on video calls I could take from home.
C00791,R02491,what_works,My team lead backs us up when things go wrong and that builds trust. The internal move I made last year was handled really well.
C00792,R02496,what_to_change,"Honestly, two people left my team last year and neither was replaced, so the work just moved to us. It should not be this hard."
C00793,R02503,what_to_change,Training budget exists on paper but every request gets postponed.
C00794,R02513,what_to_change,The main issue is that i answer messages at 10pm because there is no other way to keep up. It is the one thing I would change. We hire externally for roles that people inside could grow into.
C00795,R02513,what_works,My onboarding buddy made the first weeks much easier. Please keep it. Flexibility around school hours is the main reason I stay.
C00796,R02514,what_to_change,The main issue is that we hear about decisions that affect us from other teams first. Otherwise this is a good place to work.
C00797,R02514,what_works,The hybrid arrangement works well for me and my team coordinates it sensibly.
C00798,R02518,what_to_change,The main issue is that there is no visible route from my role to the next one.
C00799,R02518,what_works,"Genuinely, the last town hall actually answered the hard questions honestly."
C00800,R02526,what_to_change,"My manager avoids difficult conversations, so problems in the team just continue."
C00801,R02526,what_works,My onboarding buddy made the first weeks much easier. That should be the standard everywhere.
C00802,R02527,what_to_change,"Recognition stops at my manager and never travels further up. The pay bands are a secret, which makes it impossible to trust the process."
C00803,R02527,what_works,One thing that works: my onboarding buddy made the first weeks much easier. That should be the standard everywhere.
C00804,R02535,what_to_change,I have been in the same grade for four years with no conversation about what comes next. It should not be this hard.
C00805,R02542,what_to_change,Our systems do not talk to each other so we rekey the same data twice. Frankly it is exhausting. Everything important is decided in English at a speed that excludes half the room.
C00806,R02548,what_to_change,Feedback only arrives when something goes wrong.
C00807,R02548,what_works,"Genuinely, since we added two people the pressure has come down a lot."
C00808,R02552,what_to_change,The main issue is that the office rules changed twice this year with no explanation.
C00809,R02552,what_works,I can raise a concern here without worrying about how it will be taken.
C00810,R02555,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. Nothing has changed since the last survey.
C00811,R02556,what_works,One thing that works: my team lead protects our workload and it makes a real difference.
C00812,R02557,what_to_change,"My manager avoids difficult conversations, so problems in the team just continue."
C00813,R02561,what_to_change,To be direct: my first month was three days of induction and then nothing. Otherwise this is a good place to work.
C00814,R02565,what_to_change,The main issue is that we hear about decisions that affect us from other teams first. This needs fixing this year.
C00815,R02571,what_to_change,"My salary has not kept up with inflation for two years running. Frankly it is exhausting. My manager avoids difficult conversations, so problems in the team just continue."
C00816,R02572,what_to_change,My first month was three days of induction and then nothing. It should not be this hard.
C00817,R02578,what_to_change,Holiday requests get refused because we do not have the cover. Otherwise this is a good place to work. Feedback only arrives when something goes wrong.
C00818,R02588,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. Please keep it.
C00819,R02590,what_to_change,The same voices dominate every meeting and the rest of us stop trying. The rest of my experience here is positive.
C00820,R02590,what_works,"Genuinely, my manager makes a point of recognising good work publicly."
C00821,R02594,what_to_change,Everything important is decided in English at a speed that excludes half the room. It is the one thing I would change.
C00822,R02594,what_works,"Genuinely, flexibility around school hours is the main reason I stay."
C00823,R02607,what_to_change,I answer messages at 10pm because there is no other way to keep up.
C00824,R02607,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. Please keep it."
C00825,R02608,what_to_change,I have been in the same grade for four years with no conversation about what comes next.
C00826,R02608,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00827,R02613,what_to_change,"Honestly, good work is expected and never mentioned; mistakes are mentioned immediately. The rest of my experience here is positive."
C00828,R02613,what_works,"Genuinely, i always know where I stand with my manager, which I value. That should be the standard everywhere."
C00829,R02614,what_works,"Genuinely, my manager makes a point of recognising good work publicly."
C00830,R02615,what_to_change,To be direct: feedback only arrives when something goes wrong. The rest of my experience here is positive.
C00831,R02618,what_to_change,Holiday requests get refused because we do not have the cover. Nothing has changed since the last survey. We hire externally for roles that people inside could grow into.
C00832,R02619,what_works,"Genuinely, the last town hall actually answered the hard questions honestly. That should be the standard everywhere."
C00833,R02624,what_to_change,I commute an hour to sit on video calls I could take from home.
C00834,R02627,what_to_change,We hire externally for roles that people inside could grow into. The rest of my experience here is positive.
C00835,R02627,what_works,One thing that works: flexibility around school hours is the main reason I stay.
C00836,R02628,what_to_change,"Promotions here go to people who are visible to leadership, not to people who deliver."
C00837,R02632,what_to_change,"Honestly, my manager cancels our one to ones more often than we hold them."
C00838,R02635,what_to_change,"Honestly, the same voices dominate every meeting and the rest of us stop trying. My manager avoids difficult conversations, so problems in the team just continue."
C00839,R02635,what_works,The new scheduling tool has saved us hours every week.
C00840,R02637,what_to_change,The main issue is that my salary has not kept up with inflation for two years running. I answer messages at 10pm because there is no other way to keep up.
C00841,R02638,what_works,My manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00842,R02641,what_to_change,"Honestly, the office rules changed twice this year with no explanation. It should not be this hard."
C00843,R02643,what_to_change,To be direct: new joiners are hired above people already doing the job. It should not be this hard.
C00844,R02647,what_to_change,To be direct: benefits are fine but the base salary is below what I am offered elsewhere. It should not be this hard.
C00845,R02647,what_works,My onboarding buddy made the first weeks much easier. Please keep it.
C00846,R02648,what_to_change,"Honestly, i answer messages at 10pm because there is no other way to keep up. Otherwise this is a good place to work. Everything important is decided in English at a speed that excludes half the room."
C00847,R02650,what_to_change,The office rules changed twice this year with no explanation. This needs fixing this year.
C00848,R02653,what_to_change,To be direct: there is no visible route from my role to the next one. It is the one thing I would change.
C00849,R02657,what_to_change,"I did not have a laptop for my first week, which set the tone. It should not be this hard."
C00850,R02658,what_to_change,The main issue is that the team delivered a difficult project and nobody outside noticed. We hire externally for roles that people inside could grow into.
C00851,R02659,what_to_change,To be direct: leadership talks about transparency and then reorganises without warning. Otherwise this is a good place to work.
C00852,R02667,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust.
C00853,R02672,what_works,The team shout-outs in our monthly meeting are a small thing that works.
C00854,R02677,what_works,My manager is genuinely supportive and gives me feedback I can use. Since we added two people the pressure has come down a lot.
C00855,R02678,what_to_change,"Honestly, holiday requests get refused because we do not have the cover. It is the one thing I would change. My first month was three days of induction and then nothing."
C00856,R02682,what_to_change,There is no visible route from my role to the next one. It should not be this hard.
C00857,R02685,what_to_change,My first month was three days of induction and then nothing. Benefits are fine but the base salary is below what I am offered elsewhere.
C00858,R02685,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00859,R02687,what_to_change,"Honestly, we hear about decisions that affect us from other teams first. The rest of my experience here is positive."
C00860,R02687,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C00861,R02691,what_to_change,My salary has not kept up with inflation for two years running. It should not be this hard.
C00862,R02691,what_works,My onboarding buddy made the first weeks much easier. Please keep it. Since we added two people the pressure has come down a lot.
C00863,R02697,what_to_change,Training budget exists on paper but every request gets postponed. It should not be this hard.
C00864,R02697,what_works,My team lead backs us up when things go wrong and that builds trust.
C00865,R02699,what_to_change,The main issue is that recognition stops at my manager and never travels further up. My manager cancels our one to ones more often than we hold them.
C00866,R02699,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. The pension contribution and the extra leave days are genuinely good."
C00867,R02706,what_to_change,"I raised the same issue three times and nothing came back. It should not be this hard. Promotions here go to people who are visible to leadership, not to people who deliver."
C00868,R02707,what_works,"One thing that works: flexibility around school hours is the main reason I stay. I always know where I stand with my manager, which I value."
C00869,R02713,what_to_change,The main issue is that good work is expected and never mentioned; mistakes are mentioned immediately. This needs fixing this year.
C00870,R02721,what_works,My manager makes a point of recognising good work publicly. That should be the standard everywhere.
C00871,R02724,what_to_change,To be direct: good work is expected and never mentioned; mistakes are mentioned immediately.
C00872,R02724,what_works,The pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C00873,R02729,what_to_change,Leadership talks about transparency and then reorganises without warning.
C00874,R02729,what_works,"Genuinely, the new scheduling tool has saved us hours every week. That should be the standard everywhere."
C00875,R02731,what_to_change,Our systems do not talk to each other so we rekey the same data twice. It is the one thing I would change.
C00876,R02731,what_works,My manager is genuinely supportive and gives me feedback I can use. My onboarding buddy made the first weeks much easier.
C00877,R02734,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. Please keep it."
C00878,R02743,what_to_change,The main issue is that feedback only arrives when something goes wrong. The rest of my experience here is positive.
C00879,R02744,what_to_change,"Honestly, leadership talks about transparency and then reorganises without warning."
C00880,R02744,what_works,One thing that works: since we added two people the pressure has come down a lot. My manager makes a point of recognising good work publicly.
C00881,R02748,what_to_change,The office rules changed twice this year with no explanation. It should not be this hard.
C00882,R02748,what_works,My onboarding buddy made the first weeks much easier.
C00883,R02750,what_to_change,Training budget exists on paper but every request gets postponed. The same voices dominate every meeting and the rest of us stop trying.
C00884,R02751,what_to_change,I commute an hour to sit on video calls I could take from home. The rest of my experience here is positive. There is no visible route from my role to the next one.
C00885,R02753,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. Otherwise this is a good place to work.
C00886,R02753,what_works,I can raise a concern here without worrying about how it will be taken.
C00887,R02762,what_to_change,To be direct: recognition stops at my manager and never travels further up. The rest of my experience here is positive.
C00888,R02762,what_works,My team lead backs us up when things go wrong and that builds trust.
C00889,R02769,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00890,R02774,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. It is the one thing I would change. Feedback only arrives when something goes wrong.
C00891,R02774,what_works,I can raise a concern here without worrying about how it will be taken.
C00892,R02775,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately.
C00893,R02777,what_to_change,Feedback only arrives when something goes wrong. This needs fixing this year.
C00894,R02778,what_to_change,"My manager avoids difficult conversations, so problems in the team just continue."
C00895,R02780,what_to_change,To be direct: recognition stops at my manager and never travels further up. It should not be this hard.
